0,1,2,3
Singhi & Co.,Chatterjee &Co.,V.K. Dhingra & Co.,A.K.Sabat & Co.
Chartered,Chartered,Chartered,Chartered
Accountants,Accountants,Accountants,Accountants
"161, Sarat Bose","153, Rash Behari","l-E/15, Jhandewalan","A-348, Sahid Nagar,"
"Road,","Avenue, 3rdFloor,","Extn.,",Bhubaneswar 751007
Kolkata-700026,Kolkata-700029,New Delhi-110055,
