0,1,2
b),Credit Rating,AA
c),Asset Cover,Not Applicable
d),Debt Equity Ratio ( No. of times),0.88times
e),Debt Service Coverage Ratio (No. of times),1.59 times
0,Interest Service Coverage Ratio (No. of times),3.91 times
g),Net Worth (Equity â™¦ Reserves81Surplus),"f 3,782.85 Crores"
b),Debenture Redemption Reserve,? SO Crores
