0,1
Name of segment,Main product groups
Life Science Chemicals,"APIs, API Intermediates, Fungicides, Herbicides"
Performance and Other Chemicals,"Adhesion promoters. Bulk chemicals. Epoxy resins and hardeners.Intermediates, Perfumery ingredients. Textile dyes"
Others,Agribiotech. Food products. Services
