0,1,2,3
,,712.43(1148.67),
40.14 (a),Value of Imports on CXF basis:,2017-18,T./Lakhs2016-17
,Raw Materials,"1,651.43","(1,427.13)"
,Components and Spare Parts,136.41,(123.22)
,Capital Goods,123.96,(18.95)
,Trading Goods,75.08,(-)
,,1.986.88,(1.569.30)
40.14 (b),Expenditure in Foreign Currency:,,T./Lakhs
,Services,"17,127.59","(17,277.33)"
