0,1,2,3,4,5,6
,4QFY17,India4QFY18,Y/Y,4QFY17,Consolidated4QFY18,Y/Y
Sales*,"1,246","1,329",7%,"2,401","2,494",4%
Gross Profit,698,793,13%,"1,347","1,457",8%
Gross Margin % *,56.0%,59.6%,360bps,56.1%,58.4%,230bps
EBITDA,314,383,22%,546,605,11%
EBITDA Margin %*,25.2%,28.8%,370bps,22.7%,24.3%,150bps
Net Profit,251,295,18%,388,617,59%
Net Profit Margin %*,20.1%,22.2%,210bps,16.1%,24.7%,860bps
EPS (?),3.68,4.33,18%,5.69,9.06,59%
