0,1,2
Notes to the Financial Statements for the year ended 31 March 2018,XIn Lacs,
,31 March 2018,31 March 2017
36. Tax expense,,
Current tax,"7,371.00","9,301.00"
Deferred tax,"1,538.00",(481.99)
Prior period,"(1,279.00).",(450.00)
,"7,630.00","8,369,01"
