0,1,2,3,4,5,6
Parameters,Unit,"Mar 31,","Dec 31,",Q-on-Q,"Mar 31,",Y-on-Y
2018,2017,Growth,2017,Growth,,
Total Towers,Nos,"91,451","91,007",444,"90,646",805
Total Co-locations,Nos,"205,596","213,476","(7,880)","210,606","(5,010)"
Average Sharing Factor,Times,2.30,2.38,,2.30,
