0,1
Name of the Entity,Relationship
Ambuja Cements Limited,Parent Company
"M.G.T. Cements Private LimitedChemical Limes Mundwa Private LimitedDang Cement Industries Private Limited, NepalDirk India Private LimitedOnelndia BSC Private LimitedACC LimitedACC Mineral Resources LimitedLucky Minmat Limited",Subsidiaries
