0,1,2
Adani Wilmar Ltd - Consolidated,,Adani Renewable Energy Park Rajasthan Ltd
Adani Wilmar Pte Ltd - Consolidated,,Adani Green Energy Pte Ltd
Indian Oil-Adani Gas Pvt Ltd,,Vishakha Industries Pvt Ltd
CSPGCL AEL Parsa Collieries Ltd,,Adani-Elbit Advanced Systems India Ltd
GSPC LNG Ltd,,Carmichael Rail Network Pty Ltd
Carmichael Rail Network Holdings Pty Ltd,,Carmichael Rail Assets Holdings Trust
Carmichael Rail Network Trust,,Autotec Systems Pvt Ltd
Adani Global Resources Pte Ltd,,ComDrotedtEngineering Private Limited
