0,1,2,3,4,5,6
%,Q1 FY 18,Q4 FY 17,Q3 FY 17,Q2 FY 17,Q1FY 17,FY 17
Top 5,42.1,42.8,43.5,46.1,45.6,44.1
Top 10,52.8,52.9,54.8,56.5,56.7,55.0
