0,1
,"Brief profile of CaDt Sandeep R AnandCapt Sandeep R Anand is CEO-Project & EngineeringSolutions of the Company. He is a MasterMariner,(FG) with BSc in Nautical science, havingmore than 20 years of sea time experience on variousforeign going vessels and an alumnus of Indiaâ€™spremier maritime institute T. S. Jawahar, 1984.Under his leadership the division is servicing all themajor customers and MNCs in core sectors viz.power, oil & gas, ports, refinery products, fertilizers,steel, cement etc."
Disclosure of relationships between directors(in case of appointment of a director).,Not Applicable
