0,1
Name of (lie Company,Relationship
(Jriha investments,Subsidiary
Grilta Pie Limited,Subsidiary
IIDFC Capital Advisors 1 .imilcd,Subsidiary
IIDFC International Life and Re Company Limited,Subsidiary
I IDFC Investment Trust,Subsidiary
1 IDFC Investment Trusi-li,Subsidiary
HDFC Bank Limited,Assoeiate
"True North Ventures Fvl, 1 ,ld,",Associate
