0,1,2,3
Other Comprehensive income(OCI) reserveOpening balanceMovement,,45.6554.49,(261.63)307.28
Sub total (D),1 *(ji-Ka>ioi,100.14,45.65
Total (A+B+C+D),"1,34,172.47","1,24,735.89",
Total reserves - 2018Total reserves * 2017Nature and purpose of other reserves,,"1,34,172.471,24,735.89",
