0,1,2,3,4,5
Particulars,Previous duedate,Next Due date,,,
Interest,Interest,Date,Principal,Date,
1300 9.05% NCD 2020*15009 10% NCD 2020*,13 10 201729.03.2018,1176.501365.00,12.10 201829.03 2019,1300015000,13.10.202029.03.2020
1500 9.15% NCD 2021â€2000 9.25% NCD 2026**500 9.25% NCD 2026**,18.08.201718 08 20)714.09.2017,1372 501850.00462.50,18.08.201818.08 201814.09.2018,1500060001500,18.08.202116 08 202413.09.2024
