0,1
Segment,Description of Activity
Airports,Development and operation of airports
Power,"Generation of power, transmission of power, mining andexploration and provision of related services"
Roads,Development and operation of roadways
EPC,"Handling of engineering, procurement and constructionsolutions in the infrastructure sector"
Others,Urban infrastructure and other residual activities
