0,1,2,3,4
,,FY17,FY18,%lncrease/(Decrease)
Sales Volume,,,,
CNG,million Kgs,921,1018,10
Industrial/Commercial,million scm,174,204,17
Domestic Volumes,million scm,94,109,16
Natural Gas,million scm,138,166,20
Total PNG,million scm,406,479,18
,,,,
Total,million scm,1675,1891,13
,,,,
Sales Value,,,,
CNG,Rs. /Crores,3287,3888,18
PNG,Rs. /Crores,919,1165,27
,,,,
Total,Rs. /Crores,4206,5053,20
,,,,
Total Comprehensive Income-,Rs. /Crores,570,671,18
