0,1
CEAT Specialty Tires Inc.,Subsidiary
Tyresnmore Online Private Limited,Associate
CEAT-Kelani Holdings Company (Pvt.) Limited,Joint Control
Associated CEAT (Pvt.) Limited,Joint Control
CEAT-Kelani International Tyres (Pvt.) Limited,Joint Control
CEAT Kelani Radials (Pvt.) Limited,Joint Control
Asian Tyres (Pvt.) Limited,Joint Control
