0,1
1,Idea Cellular Limited
Subsidiaries,
2,Idea Cellular Infrastructure Services Limited
3,Idea Cellular Services Limited
4,Aditya Birla Telecom Limited
5,Idea Telesystems Limited
6,Idea Mobile Commerce Services Limited*
Joint venture and Associate,
7,Indus Towers Limited
8,Aditya Birla Idea Payments Bank Limited
