0,1,2,3,4,5,6
Particulars,Quarterended,Yearended,,,,
"March 31,","December 31,","March Si,","March31,",,,
2018,2017,2017,2018.,2017,,
1,Incomefrom operations,19.779.32,•16.0B9 33,15.000.36,59X24.69,49.054.49
2,Excise duty,-,-,(1.471.601,<1.168.141,{4.623.54}
3,Income from boeraltens lnet of excise duty),19j779.32,":16,089.33","13,609X6","88,456,66",•44.430.95
