0,1
"19,61.1",45268
",2",7
"6,614","3,059"
.9347,9.220
"5,500","4,230"
.4 .,3
"41,278","61,787"
"122,801","92,991"
"65,486","68,129"
"16,150","17,139"
"8,101","9,417"
2708.,2210
"13,027","16,613"
1270,.796
