0,1,2
Particulars,Q4 FY18,
($),(Rs.),
Profit before Income Tax,58,"3,748"
Interest (income) net*,(15),"(1,001)"
Depreciation #,32,"2,109"
Amortization #,14,921
EBITDA,89,"5,777"
