0,1,2
Type of security andPaid-up value,Book ClosureFrom To,Purpose
Equity Shares (?2pershare paid-up),"Saturday, 7 July 2018 toThursday, 19 July 2018(both days inclusive)",Payment of Dividend of ? 4 pershare of face value of ?2each(200%) and for AGM
