0,1,2
Amount recognised in statement of Profit & Loss,31-Mar-18,31-Mat-17
Current service cost,326.51,322.14
Past service costfvested),-,"1,519.83"
Net Interest cost(Interest Cost-Expected return),116.61,(2.19)
Total expense recognized in the statement of profit & Loss,443.13,"1,839.77"
