0,1,2,3
Cost of sales,$17,$-,$-
"Selling, general and administrative",932,-,-
Stock compensation cost before income tax benefit,949,-,-
Deferred tax benefit,(474),86,287
Stock compensation cost (net),$475,$86,$287
