0,1,2,3,4,5,6
Particulars,Previous Due Date,,Next Due Date,& Amount,,
Principal,Interest,Principal,7 in Crores,Interest,7 in Crores,
Secured,,,,,,
a. 9.80% secured Redeemable NonConvertible Debenture,-,31-Mar-18,12-Apr-19,50.00,2-JUI-18,24.43
b. 9.80% secured Redeemable NonConvertible Debenture,-,9-Apr-18,24-Feb-19,50.00,9-JUI-18,12.22
c. 9.80% secured Redeemable NonConvertible Debenture,,29-Mar-18,29-Dec-18,12.40,29-Jun-18,1.23
d. 9.65% secured Redeemable NonConvertible Debenture,,30-Apr-18,18-Dec-18,330.00,31-May-18,7.97
e 9.15% secured Redeemable Non ConvertibleDebentureUnsecured,,30-Apr-18,ll-Mar-21,650.00,31-May-18,5.18
a. 10.48% Unsecured Redeemable NonConvertible Debenture,-,ll-Aug-17,10-Aug-19,300.00,ll-Aug-18,31.44
