0,1
BSE Limited,National Stock Exchange of India Ltd.
Corporate Relationship Department,"‘Exchange Plaza’, C-1,"
Phiroze Jeejeebhoy Towers,"Block ‘G’, Bandra-Kurla Complex"
"Dalai Street, Fort",Bandra (E)
MUMBAI-400 001.,MUMBAI-400 051.
Script Code (Eauitv): 522287,Script Code: KALPATPOWR
Listing: htto://listinq.bseindia.com,Listina: httos://www.connect2nse.com/LISTING/
