0,1,2
1 Ir-irt,Quarter Ended,Quarter Ended
Ul III,Mar-18,Dec-17
000 s,"6,113","6,306"
%,58.2%,57.6%
GHS,13.2,13.1
Rs Mi,"1,767","1,839"
Rs Mi,262,291
%,14.8%,15.8%
Rs Ml,(241),(373)
