0,1,2,3,4
Other Loans (Employees)Unsecured considered good,,85.01,,84.38
Security DepositsAdvances to Related Parties *,,,,
Balmer Lawrie investments Ltd.,0,,7.46,
"Pt, Balmer Lawrie Indonesia",31.33,,"27,64",
Balmer Lawrie Van Leer Ltd.,,,5.18,
Transafe Services Ltd.,86.76,,67.03,
Visakhapatnam Port Logistics Park Ltd,2035.29,,52.57,
Balmer Lawrie UAE Ltd.,51.33,169.42,36.66,143.97
Other Loans and advances(Emptoyees),,19.61,,30.83
Other Loans and advances,,158.04,,127.36
,,432.08,,386.54
