0,1,2
Particulars,31 March 2018,31 March 2017
(i) Equity sharesFinal dividend for the year ended 31 March 2017 of ^ 7(31 March 2016 - ^ 20) per fully paid share(Net of Dividend distribution tax),"7,980.18","5,700.13"
"(ii) Dividends not recognised at the end of the reporting periodIn addition to the above dividends, since year end the directors have recommended the payment of a final dividendoff10 (31 March2017f 7)per fully paid equity share. This proposed dividend is subject to the approval of shareholders in the ensuing annual general","11,400.26","7,980.18"
meeting.,,
