0,1
"The Secretary,",The Secretary
The National Stock Exchange of India Limited,BSE Limited
"Exchange Plaza, 5thFloor",27thFloor
"Plot no. C-l, Block G",Phiroze Jeejeebhoy Towers
"Bandra Kurla Complex, Bandra(East)",Dalai Street
MUMBAI- 400 051,MUMBAI-400 001
Scrip Code : HFCL,Scrip Code : 500183
