0,1,2
Particulars,"As at March 31,2018","As at March 31,2017"
Debenture Redemption Reserve (Rs. in lakhs)Net Worth (Rs. in lakhs)Debt Equity RatioDebt Service Coverage Ratio (DSCR)Interest Service Coverage Ratio (ISCR),"10,000277,0040.282.445.83","7,500247,8710.283.855.65"
