0,1,2,3,4,5,6
As%to Revenues,,Q4FY18,,Q4FY17,,Q3FY18
Gross Profit,,53.5,,51.2,,56.3
SG&A,,34.1,,30.9,,31.7
R&D,,12.3,,12.9,,12.3
PBT,,10.6,,9.0,,15.6
PAT,,8.5,,8.8,,8.8
