0,1
Steel,"Value^./Lakhs36,420.39(30,754.09)"
Lubricating Base Oils,"13,655.99(12,929.83)"
Additives and other Chemicals,"7,340.35(9,593.37)"
Vegetable and Other Fats,"2,177.14(2,099.68)"
Drum Closures,"1,967.35(1,801.79)"
Paints,"1,130.99(1,139.03)"
Paraffin Wax:'v\,"803.96(690.22)5,105.38(4,607.20)68,601.55"
