0,1,2,3,4,5,6
,,4QFY18,,,4QFY17,
,Consolidated,India,International,Consolidated,India,International
Reported net profit,617,295,320,388,251,131
Exceptional and One-off post tax,,,,,,
Restructuring cost,1,,1,3,,3
Revaluation of payout liability,(195),,(195),,,
"Call / Put option liability, andacquisition related expenses /reversals",,,,(13),,(13)
Net Profit without exceptional andone-off items,423,295,126,378,251,122
