0,1,2,3
,"NinemonthsendedMarch 31,","Year endedMarch 31,","Year endedMarch 31,"
Name of the Affiliate,2016,2017,2018
Celeritifintech Services Limited,$720,$316,"$1,970"
,$720,$316,"$1,970"
