0,1,2,3,4,5,6
%,Q1 FY 18 Q4 FY 17 Q3 FY 17 Q2 FY 17 Q1 FY 17,FY 17,,,,
Application Development &Maintenance (ADM),35.9,37.2,36.3,36.5,36.1,36.5
Enterprise Solutions,10.9,10.8,11.3,11.6,12.1,11.4
QATS /Digital Assurance,19.1,19.5,20.0,19.7,20.9,20.0
Business Intelligence &Analytics,14.2,13.8,13.8,14.0,13.8,13.8
Business Process Services(BPS),6.9,7.0,7.3,7.2,6.4,7.0
Infrastructure ManagementServices (IMS),13.0,11.7,11.3,11.0,10.7,11.3
Total,100.0,100.0,100.0,100.0,100.0,100.0
