0,1,2,3,4,5,6
S.no,Series,OutstandingRs in Crores,PreviousInterestpayment date,PreviousInterest paid,Next due date forprincipal/interestpayment,Rating
1,"9 23% Unsecured, RedeemableNon-convertible debentures 2015-lb series",100,4-Sep-2017,Y,4-Sep-2018,AA'- Stable
