0,1,2,3,4
Raw MaterialsImported,"t/Lakhs2,784.00",(%)4.06,"^./Lakhs(4,210.86)",m(6.62)
Indigenous,65.817.5568.601.55,95.94100.00,(59.404.35)(63.61121),(93.38)(mm
Spares & ComponentsImported,Rs./Lakhs173.59,Â£%}19.36,Rs./Lakhs(160.87),m(19.11)
Indigenous,723.10896.69,"80.64100,00",(681.03)(841.901,(80.89)(100.06)
40.13 Purchase and Sale of Trading Goods :,,,,
Class of Goods,,,PurchaseValuet/Lakhs,
Bunk Houses,,,712.43(1148.67),
