0,1
"65,882.08","59,109.67"
"18,637.72","17,041.89"
.,"(3,000.00)"
"(7,980.18)","(5,700.13)"
"(1,669.77)","(1,192.69)"
(156.21),-
(0.41),"(376,65)"
"74,713.24","65,882.08"
