0,1,2,3
,IQ,IQ,IQ
,Jan - Mar,Jan - Mar,% Increase/
,2018,2017,(Decrease)
Net Sales / Income from Operations,927.1,1012.1,(8%)A
Profit Before Tax,282.1,269.2,5%
Profit After Tax,181.8,179.0,2%
