0,1,2
S.No.,Company Name,Nature
1.,I lavells India Limited,Holding Company
,Subsidiaries,
2.,I lavells Holding Limited,WOS of I lavells India Limited
3.,Ilavells International Limited,WOS of I lavells 1 loldings Limited
4.,Ilavells Sylvania Iluminacion (Chile) Ltda,WOS of 1 Iavells 1 folding Limited
5.,I Iavells USA Inc.,WOS of I lavells Holding Limited
6.,I lavells Sylvania (Thailand) Limited,"49% held by Ilavells InternationalLimited and 51% held by Thai LightingAssets Co Ltd (ceased to be a subsidiaryon November 30, 2017)"
