0,1,2,3,4,5,6
%,Q1FY 18,Q4 FY 17,Q3 FY 17,Q2 FY 17,Q1 FY 17,FY 17
Americas,75.3,77.7,79.1,80.8,81.6,79.8
Europe,12.5,12.1,11.3,11.2,11.0,11.4
Asia Pacific,12.2,10.2,9.6,8.0,7.4,8.8
Total,100.0,100.0,100.0,100.0,100.0,100.0
