0,1,2,3
' Mn,Q1 18,Growth,
QoQ,YoY,,
Revenue,"10,490",4.4%,9.2%
EBITDA*,"1,719",1.7%,2.5%
EBIT,"1,474",2.4%,0.6%
PAT,"1,343",11.0%,17.9%
