0,1,2,3,4,5,6
Parameters,Unit,"Mar 31,2018","Dec 31,2017",Q-on-QGrowth,"Mar 31,2017",Y-on-YGrowth
Total Towers,Nos,"39,523","39,363",160,"39,099",424
Total Co-locationsKey Indicators,Nos,"88,665","92,211","(3,546)","89,263",(598)
Sharing Revenue per sharing operator per monthAverage Sharing Factor,RsTimes,"36,5112.29","36,9412.38",-1.2%,"37,5122.25",-2.7%
