0,1,2,3,4,5,6
Parameters,Unit,"Mar 31,2018","Dec 31,2017","Sep 30,2017","Jun 30,2017","Mar 31,2017"
Mobile Services,Mn Min,"592,657","494,546","437,142","421,912","381,236"
Homes Services,Mn Min,"2,831","3,071","3,500","3,474","2,411"
Airtel Business,Mn Min,"2,714","2,869","3,151","3,173","2,897"
National Long Distance Services,Mn Min,"66,139","59,516","56,709","51,125","43,235"
International Long Distance Services,Mn Min,"5,085","5,476","5,103","5,168","4,445"
Total Minutes on Network (Gross),Mn Min,"669,426","565,478","505,606","484,852","434,224"
Eliminations,Mn Min,"(58,123)","(55,562)","(56,881)","(51,262)","(43,271)"
Total Minutes on Network (Net),Mn Min,"611,304","509,916","448,725","433,589","390,953"
