0,1,2,3,4,5,6
Geo-wise Revenue (Rs crs),Q4'FY17,Q3'FY18,Q4'FY18,Mix%,YoY %,QoQ%
International,49,43,46,98%,-5%,6%
North America,37,27,39,83%,4%,44%
Europe & Japan,11,16,3,7%,-68%,-78%
ROW,1,1,4,8%,625%,345%
India,2,1,1,2%,-67%,-29%
Income from Operations,51,45,47,100%,-8%,5%
