0,1,2,3,4,5,6
36.,7%,35.5%,35.9%,33.0%,30.,5%
20.,3%,21.5%,21.1%,27.0%,29.,5%
43.,o%,43.0%,43.0%,40.0%,40.,o%
MAR' 1 7,JUN'17,SEPT'17,DEC'17,MAR' 1 8,,
