0,1,2
Particulars,Year ended,
31-Mar-18,31-Mar-17,
,Audited,Audited
Revenue from operations (A),"28,842.3","26,707.5"
Excise duty on Sale (B),691.1,"2,259.1"
Revenue from operations excluding excise duty (A-B),"28,151.2","24,448.4"
