0,1,2,3,4,5,6
Parameters,Unit,"Mar 31,","Dec 31,",Q-on-Q,"Mar 31,",Y-on-Y
2018,2017,Growth,2017,Growth,,
Network towers,Nos,"19,731","19,054",677,"18,959",772
Of which Mobile Broadbandtoners,Nos,"13,725","12,933",792,"12,663","1,062"
Total Mobile Broadband Base stations,Nos,"20,093","16,863","3,230","13,015","7,078"
