0,1,2
,31 March 2018,31 March 2017
Rental income,176.13,212.73
Direct operating expenses that generated rental income,47.44,55.23
Direct operating expenses that did not generated rental income,96.79,55.27
Profit from leasing of investment properties,31.90,102.23
