0,1,2,3,4,5,6,7
37,INE688I07352,15-Sep-16,13-Sep-19,17-Sep-18,Interest,"69,579,178",Secured
38,INE688I08186,18-Sep-l 7,18-Sep-27,18-Sep-18,Interest,"68,800,000",Perpetual
39,INE688I07394,20-Sep-16,18-Sep-26,20-Sep-18,Interest,"21,875,000",Secured
40,INE688I07386,20-Sep-16,20-Sep-21,20-Sep-18,Interest,"13,050,000",Secured
41,INE688I07378,20-Sep-16,20-Sep-19,20-Sep-18,Interest,"8,650,000",Secured
42,INE688I08079,23-Sep-14,Perpetual,23-Sep-18,Interest,"52,500,000",Perpetual
43,INE688I08087,29-Sep-15,29-Sep-25,28-Sep-18,Interest,"46,871,233",Sub-Debt
,,,,,,"3,193,780,945",
