0,1
Consolidated Results,
Year Ended,
31 Mar 2018,31 Mar 2017
(Audited),(Audited)
(0 811,(4.23)
(0.81),(4.23)
.,(0.16)
V,3 25
,1138)
-,171
47.72,13.10
1.26,(4 60)
(0-71),
48.27,850
47 46,5.98
