0,1,2,3,4,5,6
Parameters,Unit,"Mar 31,","Dec 31,","Sep 30,","Jun 30,","Mar 31,"
2018,2017,2017,2017,2017,,
Total Employees,Nos,"3,530","3,420","3,464","3,597","3,654"
Number of Customers per employee,Nos,"25,287","24,599","22,731","21,368","20,998"
Ffersonnel Cost per employee per month,US$,"5,869","5,592","5,626","5,625","6,057"
Gross Revenue per employee per month,US$,"74,716","76,325","72,528 _","65,577","65,205"
