0,1
Name of the Entity,Relationship
Blue Star Limited,Holding Company
Blue Star Engineering & Electronics Limited(Formerly known as Blue Star Electro-Mechanical Limited),Subsidiary
Blue Star International F2C0,Subsidiary
Blue Star Qatar WLL,Subsidiary
Blue Star M & E Engineering (Sdn) Bhd,Joint Venture
Blue Star Oman Electro-Mechanical Co. LLC,Joint Venture
