0,1
Reasons for write-offs,31.03.2018 (Rs in Lakhs)
Deposits,
Sundry Deposits written off,0.73
Total (C),0.73
Inventory,
inventory Written off,0.29
Total (D),0.29
Fixed Assets,
FA written off,16.06
Total (E),16.06
Grand Total (A+B+C+D+E),178.03
