0,1,2
Earnings in Foreign Currency:,,^./Lakhs
Export of Goods and Componentscalculated on F.O.B basis asinvoiced,"1,927.33","(1,120.48)"
Interest and Dividend,"1,470.73",(847.66)
Services,"6,681.12","(7,578.51)"
"Freight, Insurance, Exchange Gainand Miscellaneous Items",,
