0,1
Ms. Nirupa Shankar isrelated to the followingDirectors:,
Name oftheDirector,Relationship
Mr. M.R.Jaishankar,Father
Ms. GithaShankar,Mother
Mr. M.R.Shivram,Uncle
Mr. M.R.Gurumurthy,Uncle
