0,1
"March 31,2017","March 31, 2018"
"$10,902","$9,902"
"85,604","89,683"
"411,985","433,730"
"168,686","138,353"
"3,292","3,055"
"14,488",-
"4,955","1,267"
"23,595","31,500"
"$723,507","$707,490"
