0,1,2,3,4
,,Q4 FY17,Q4 FY18,% Increase/(Decrease)
Sales Volume,,,,
CNG,million Kgs,233,256,10
Industrial/Commercial,million scm,46,53,17
Domestic Volumes,million scm,25,31,22
Natural Gas,million scm,37,40,7
Total PNG,million scm,108,124,15
,,,,
Total,million scm,433,482,11
,,,,
Sales Value,,,,
CNG,Rs. /Crores,843,1022,21
PNG,Rs. /Crores,257,325,26
Total,Rs. /Crores,1100,1347,22
,,,,
Total Comprehensive Income,Rs. /Crores,133.50,175.33,31
