0,1
Year ended,
Mar'18,Mar'17
"8,721","9,557"
"6,810","6,794"
"2,186","3,231"
553,482
"1,028","1,019"
"2,316","2,128"
(606),567
(431),(68)
-,(386)
"(1,037)",113
76,287
(30),458
"(1,083)",(632)
(32),234
"(1,115)",(347)
