0,1,2
Name of Joint Venture Comoanv,Pronortion of,Country of
,Shareholding,Incorporation
Balmer Lawrie (UAE) Lie.,49%,United Arab Emirates
Balmer Lawrie Van Leer Ltd,48%,India
Transafe Services Ltd.,50%,India
Name of Associate ComoanvAvi Oil India (P) Ltd.,25%,India
