0,1,2,3,4
,Ho of shares,Amount,No of shares,Amount
Equity shares at the beginning of the yearBonus shares issued during the year,"11,40,02,564","11,400.25","2,85,00,6418,55,01,923","2,850.068,550.19"
Equity shares at the end of the year,"11,40,02,564","11,400.25","11,40,02,564","11,400.25"
