0,1
Particulars,(Rs. in Crores)
Tangible Assets,4.35
Intangibles Assets,"1,169.90"
Current Assets,460.72
Total assets acquired,"1,634.97"
Less: Current liabilities,(398.06)
Net assets at Fair Value (a),"1,236.91"
Total Consideration (b),"1,547.38"
Goodwill (b)-(a),310.47
