0,1
The SecretaryThe Calcutta Stock Exchange Limited7 Lyons RangeKolkata - 700 001CSE Scrip Code: 15060 & 10015060,The SecretaryBSE LimitedPhiroze Jeejeebhoy lowersDalai Street. Mumbai - 400 001BSE Scrip Code: 500086
"The SecretaryNational Stock Exchange of India LimitedExchange Plaza, 5th Floor,Plot no. C/l, G BlockBandra-Kurla Complex, Bandra (E),Mumbai - 400 051NSE Symbol: EXIDEIND",
